"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"01","北海道","01101","札幌市中央区","011010001001","旭ヶ丘一丁目","43.041403","141.319980","1","3"
"01","北海道","01101","札幌市中央区","011010001002","旭ヶ丘二丁目","43.039804","141.321595","1","3"
"01","北海道","01101","札幌市中央区","011010001003","旭ヶ丘三丁目","43.039789","141.319717","1","3"
"01","北海道","01101","札幌市中央区","011010001004","旭ヶ丘四丁目","43.038765","141.322800","1","3"
"01","北海道","01101","札幌市中央区","011010001005","旭ヶ丘五丁目","43.037356","141.322718","1","3"
"01","北海道","01101","札幌市中央区","011010001006","旭ヶ丘六丁目","43.037008","141.318970","1","3"
"01","北海道","01101","札幌市中央区","011010002000","円山","43.048356","141.314493","1","1"
"01","北海道","01101","札幌市中央区","011010003001","円山西町一丁目","43.048663","141.303129","1","3"
"01","北海道","01101","札幌市中央区","011010003002","円山西町二丁目","43.044979","141.304846","1","3"
"01","北海道","01101","札幌市中央区","011010003003","円山西町三丁目","43.043095","141.305022","1","3"
"01","北海道","01101","札幌市中央区","011010003004","円山西町四丁目","43.040237","141.304668","1","3"
"01","北海道","01101","札幌市中央区","011010003005","円山西町五丁目","43.038045","141.304161","1","3"
"01","北海道","01101","札幌市中央区","011010003006","円山西町六丁目","43.041294","141.307533","1","3"
"01","北海道","01101","札幌市中央区","011010003007","円山西町七丁目","43.042746","141.309327","1","3"
"01","北海道","01101","札幌市中央区","011010003008","円山西町八丁目","43.045040","141.306831","1","3"
"01","北海道","01101","札幌市中央区","011010003009","円山西町九丁目","43.044365","141.311477","1","3"
"01","北海道","01101","札幌市中央区","011010003010","円山西町十丁目","43.046419","141.309670","1","3"
"01","北海道","01101","札幌市中央区","011010004000","円山西町","43.041677","141.300397","1","1"
"01","北海道","01101","札幌市中央区","011010005001","界川一丁目","43.041596","141.318196","1","3"
